0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0
4,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1
8,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0
13,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1
16,0,0,1,0,1,0,0,1
17,1,1,1,1,0,0,1,1
18,1,1,1,1,1,1,1,1
19,0,0,0,0,0,0,0,0
20,0,0,1,0,0,0,0,0
21,0,0,0,0,0,0,0,0
22,1,1,1,1,1,1,0,1
23,1,1,1,0,1,1,1,1
24,1,1,1,0,0,0,0,0
25,1,1,1,0,1,0,0,1
26,0,0,1,0,0,0,0,1
27,0,0,0,0,0,0,0,0
28,1,1,1,0,1,1,1,0
29,1,1,1,1,1,1,1,0
30,1,1,1,0,1,0,0,0
31,1,1,1,1,1,1,1,1
32,0,1,1,1,0,0,1,0
33,1,0,0,1,0,0,0,0
34,1,1,1,1,1,1,1,1
35,1,1,1,1,1,1,0,1
36,1,1,1,1,1,1,1,1
37,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,1,0
48,0,0,0,0,0,0,0,0
49,1,1,1,1,1,1,1,1
50,0,0,0,0,0,0,0,0
51,1,1,1,1,1,1,0,1
52,0,0,0,0,0,0,0,0
53,1,1,1,1,1,1,0,1
54,1,0,0,1,0,0,0,0
55,0,0,0,0,0,0,0,0
56,1,1,1,1,1,1,0,1
57,1,1,1,1,1,1,1,1
58,1,1,1,1,1,1,1,1
59,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0
61,0,0,0,0,0,1,1,0
62,1,1,1,1,1,1,1,1
63,1,1,1,1,0,1,1,1
64,1,1,0,1,1,1,1,0
65,1,1,1,1,1,0,1,0
66,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0
71,0,0,0,0,1,0,1,0
72,1,1,1,1,1,1,1,1
73,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,1,0
75,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
78,0,1,0,0,0,0,1,1
79,1,1,1,0,1,1,1,0
80,0,0,0,0,0,0,0,1
81,1,1,1,1,1,1,1,1
82,1,1,1,1,1,1,1,1
83,1,1,1,1,0,1,0,0
84,0,0,0,0,0,1,1,1
85,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0
89,1,1,1,1,0,0,1,1
90,1,1,0,1,1,1,1,1
91,1,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0
93,0,1,1,0,0,0,0,0
94,0,1,1,0,1,1,1,1
95,1,1,1,0,1,0,0,1
96,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0
98,0,0,1,1,0,0,0,1
99,0,0,0,0,0,0,0,1
100,1,1,1,1,1,0,0,0
101,1,1,0,1,1,0,0,0
102,0,0,0,0,0,0,0,0
103,1,1,1,1,1,0,1,1
104,1,1,1,1,1,1,1,1
105,1,0,0,1,0,1,0,1
106,1,0,1,1,1,0,0,1
107,1,1,1,1,0,1,1,0
108,1,1,0,1,0,0,0,0
109,0,1,0,0,0,0,0,1
110,1,0,1,1,1,1,1,1
111,0,0,0,0,0,0,0,0
112,0,1,1,1,0,0,0,0
113,1,1,1,0,1,1,0,1
114,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0
122,1,1,1,1,1,1,1,1
123,1,1,1,1,1,1,1,1
124,1,1,1,1,1,1,0,1
125,1,1,1,1,1,1,1,1
126,1,1,1,1,1,1,1,1
127,1,0,0,0,0,0,1,1
128,1,1,1,1,1,1,1,0
129,0,0,1,1,1,0,0,1
130,1,1,1,0,1,1,1,1
131,1,1,1,1,1,1,1,1
132,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0
134,1,1,1,1,1,0,1,1
135,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
137,1,1,1,1,1,1,1,0
138,1,1,1,0,1,1,1,0
139,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0
141,0,1,1,0,0,0,0,1
142,1,1,1,0,1,0,1,1
143,1,1,1,1,0,0,0,1
144,1,1,1,1,1,0,0,1
145,1,1,1,1,0,0,1,1
146,1,1,1,1,1,1,1,1
147,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,1,0
150,0,0,0,0,0,0,0,0
151,1,1,0,1,1,0,0,0
152,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
156,1,1,1,0,0,1,1,1
157,1,1,1,1,1,1,1,1
158,1,1,1,1,1,1,1,1
159,1,1,1,1,1,1,1,1
160,1,1,1,0,1,0,0,0
161,0,1,1,0,0,0,0,1
162,0,1,1,0,0,0,0,1
163,1,1,1,0,1,1,1,0
164,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0
169,1,1,1,1,1,1,1,1
170,1,1,1,1,1,1,1,1
