0,1,0,1,1,1
1,1,1,1,1,1
2,1,1,1,1,1
3,0,0,0,0,0
4,1,1,1,1,0
5,1,1,1,0,1
6,1,1,1,0,0
7,1,0,1,1,1
8,0,0,0,0,0
9,0,0,0,0,0
10,0,1,0,0,0
11,0,0,0,0,0
12,0,0,0,0,0
13,1,0,1,1,1
14,1,1,1,0,0
15,1,1,1,0,1
16,0,0,0,1,0
17,0,1,1,0,1
18,1,1,1,1,1
19,0,1,0,0,0
20,0,0,1,0,0
21,0,0,0,0,0
22,0,0,0,1,1
23,1,0,1,1,0
24,1,0,0,0,0
25,0,0,1,0,0
26,0,0,1,0,0
27,0,0,0,0,0
28,1,0,0,0,0
29,1,0,0,0,0
30,1,1,1,0,0
31,1,1,1,0,0
32,1,1,0,0,1
33,0,0,0,1,0
34,1,1,1,0,1
35,1,1,1,1,0
36,1,0,1,1,1
37,0,0,0,0,0
38,0,0,0,0,0
39,0,0,0,0,0
40,0,0,0,0,0
41,0,0,0,0,0
42,0,0,0,0,0
43,0,0,0,0,0
44,0,0,0,0,0
45,0,0,0,0,0
46,0,0,0,0,0
47,0,0,0,0,0
48,0,0,0,0,0
49,1,1,1,1,0
50,0,1,0,0,0
51,1,1,1,1,1
52,0,0,0,0,0
53,1,1,1,1,0
54,1,0,0,1,0
55,0,0,0,0,0
56,1,1,0,0,1
57,1,0,1,0,1
58,1,0,1,1,0
59,0,0,0,0,0
60,0,0,0,0,0
61,0,0,0,0,0
62,0,1,1,0,0
63,0,0,1,1,1
64,1,1,1,0,0
65,1,0,1,1,0
66,0,0,0,0,0
67,0,0,0,0,0
68,0,0,0,0,0
69,0,0,0,0,0
70,0,0,0,0,0
71,0,1,0,0,0
72,1,0,1,0,1
73,0,0,0,0,0
74,0,0,0,0,0
75,0,0,0,0,0
76,0,0,0,0,0
77,0,0,0,0,0
78,0,0,0,0,0
79,0,1,1,0,0
80,0,1,0,0,0
81,1,1,1,0,0
82,1,0,1,1,1
83,1,1,0,0,0
84,1,1,0,0,1
85,0,1,0,0,0
86,0,0,0,0,0
87,0,0,0,0,0
88,0,0,0,0,0
89,0,1,1,1,1
90,0,1,0,1,1
91,0,1,0,0,0
92,0,0,0,0,0
93,0,0,0,0,0
94,1,0,0,1,0
95,0,0,1,1,1
96,0,0,0,0,0
97,0,0,0,0,0
98,1,0,0,0,1
99,0,0,0,0,0
100,1,0,1,0,1
101,1,1,0,0,1
102,0,0,0,0,0
103,0,0,1,0,1
104,1,1,1,1,1
105,1,1,0,1,0
106,1,0,0,0,0
107,0,1,0,0,1
108,1,0,0,0,1
109,0,1,0,0,1
110,0,1,1,0,0
111,0,0,0,0,0
112,1,1,1,0,1
113,0,1,1,0,0
114,0,0,0,0,0
115,0,0,0,0,0
116,0,0,0,0,0
117,0,0,0,0,0
118,0,0,0,0,0
119,0,0,0,0,0
120,0,0,0,0,0
121,0,0,0,0,0
122,0,0,1,1,0
123,0,0,1,1,1
124,0,0,1,1,0
125,1,0,1,1,1
126,1,0,1,1,1
127,0,0,0,0,0
128,1,1,1,0,0
129,0,1,0,0,1
130,1,1,1,1,1
131,1,0,1,0,1
132,0,0,0,0,0
133,0,0,0,0,0
134,0,1,1,1,0
135,0,1,0,0,0
136,0,0,1,0,0
137,1,1,1,0,1
138,1,1,1,1,1
