Group num: 0, TC(X;Y_j): 52.320
kohle, 0.161, 4.000, 0.644
muß, 0.305, 1.000, 0.305
müssen, 0.231, 1.000, 0.231
unserer, 0.196, 1.000, 0.196
ja, 0.186, 1.000, 0.186
stehen, 0.185, 1.000, 0.185
politik, 0.185, 1.000, 0.185
letzten, 0.183, 1.000, 0.183
gehen, 0.176, 1.000, 0.176
au, 0.172, 1.000, 0.172
neuen, 0.169, 1.000, 0.169
wohl, 0.157, 1.000, 0.157
richtig, 0.156, 1.000, 0.156
regierung, 0.156, 1.000, 0.156
darüber, 0.150, 1.000, 0.150
deutsche, 0.141, 1.000, 0.141
wirtschaftlichen, 0.140, 1.000, 0.140
bundeskanzler, 0.140, 1.000, 0.140
interesse, 0.137, 1.000, 0.137
allein, 0.136, 1.000, 0.136
lage, 0.135, 1.000, 0.135
geführt, 0.134, 1.000, 0.134
dm, 0.131, 1.000, 0.131
entscheidungen, 0.130, 1.000, 0.130
arbeitslosigkeit, 0.130, 1.000, 0.130
beitrag, 0.125, 1.000, 0.125
koalition, 0.125, 1.000, 0.125
sagt, 0.125, 1.000, 0.125
schaffen, 0.122, 1.000, 0.122
insbesondere, 0.121, 1.000, 0.121
sozialen, 0.120, 1.000, 0.120
steht, 0.119, 1.000, 0.119
milliarden, 0.118, 1.000, 0.118
führen, 0.116, 1.000, 0.116
seite, 0.116, 1.000, 0.116
soziale, 0.115, 1.000, 0.115
bundesrepublik, 0.115, 1.000, 0.115
wirtschaftliche, 0.112, 1.000, 0.112
übrigen, 0.112, 1.000, 0.112
nötig, 0.111, 1.000, 0.111
heißt, 0.111, 1.000, 0.111
wirtschaft, 0.109, 1.000, 0.109
halte, 0.108, 1.000, 0.108
stellen, 0.108, 1.000, 0.108
nehmen, 0.108, 1.000, 0.108
wahl, 0.108, 1.000, 0.108
niemand, 0.108, 1.000, 0.108
ergebnis, 0.107, 1.000, 0.107
schwierigen, 0.106, 1.000, 0.106
beschäftigung, 0.106, 1.000, 0.106
überzeugung, 0.106, 1.000, 0.106
bereitschaft, 0.106, 1.000, 0.106
situation, 0.103, 1.000, 0.103
hohen, 0.103, 1.000, 0.103
bedeutet, 0.103, 1.000, 0.103
zunächst, 0.101, 1.000, 0.101
bekommen, 0.101, 1.000, 0.101
wachstum, 0.101, 1.000, 0.101
sollten, 0.100, 1.000, 0.100
arbeitsplätze, 0.099, 1.000, 0.099
entscheidung, 0.099, 1.000, 0.099
förderung, 0.099, 1.000, 0.099
erreichen, 0.099, 1.000, 0.099
zusätzliche, 0.099, 1.000, 0.099
daraus, 0.098, 1.000, 0.098
innerhalb, 0.097, 1.000, 0.097
staaten, 0.097, 1.000, 0.097
energiepolitik, 0.095, 1.000, 0.095
findet, 0.094, 1.000, 0.094
energiepolitischen, 0.093, 1.000, 0.093
unternehmen, 0.093, 1.000, 0.093
kraft, 0.092, 1.000, 0.092
